Id,Score
171000,12
191950,22
193536,13
195582,6
196885,7
196920,12
196930,24
168838,11
197369,63
197461,33
198360,11
198623,21
182544,2
182872,15
181064,8
198970,12
198982,19
199014,14
199905,9
183091,14
183369,33
183377,22
183415,7
183473,8
184863,46
185091,4
185124,18
201261,4
201374,16
181855,25
202471,22
202631,23
203288,32
203837,14
204910,4
189280,29
189391,13
189392,9
204983,26
205190,5
193166,23
193170,5
193221,0
206070,11
206092,15
205440,4
207565,5
205239,23
205296,15
206438,45
206867,6
206998,20
207047,136
208373,19
194537,36
209428,80
209554,3
187894,10
187988,3
188124,10
211648,5
211715,7
211744,23
197747,5
197753,5
198058,14
211143,98
212539,15
212805,16
212941,20
185624,39
210597,1
211043,26
212115,13
213375,7
214378,16
215412,16
190833,9
214998,7
216341,7
216536,6
218113,11
196740,6
196828,18
217618,55
217960,30
218909,1
182873,33
182957,15
215885,24
215896,3
218798,40
218845,8
192721,41
192915,11
221181,3
221273,3
221476,20
221892,7
202107,14
222471,21
223089,2
223312,4
223526,3
224173,0
224240,1
224453,14
206094,12
206197,11
224748,6
199718,8
199747,29
227187,21
228723,25
200488,13
224078,11
224945,9
225330,31
226010,5
227121,7
230382,2
210321,20
228908,41
229080,15
230035,4
230129,11
209005,21
231029,3
231862,9
231868,6
232347,45
213978,3
231250,10
231407,5
233478,3
213638,33
235018,23
200813,49
234239,0
234302,3
235411,18
217116,78
234902,8
235826,23
236593,2
220075,21
238894,2
207703,0
238010,24
239802,32
240163,0
240373,13
220525,28
220547,23
220643,5
225370,7
225371,7
240661,9
241054,23
242022,12
220250,29
241100,17
241311,8
241336,28
242602,20
242626,6
221995,21
222019,8
224878,9
243992,11
244184,3
245406,82
245420,8
245834,3
233490,3
233593,16
233842,2
246726,1
248534,5
230193,46
245932,31
247305,12
248642,2
251155,14
251159,37
250880,45
251868,61
252151,9
254125,15
228875,3
247228,2
254451,17
255955,4
257396,5
238956,3
239122,1
239194,15
255317,7
259166,8
230584,10
230668,24
251467,10
253247,2
255035,30
259784,11
260851,9
261004,1
233411,17
233434,17
260413,43
262603,16
235248,3
258742,11
259836,8
261368,0
262022,3
264057,8
264400,3
235515,11
265761,14
265765,26
265944,74
238449,5
238523,16
263121,13
265639,17
265687,67
266648,13
266704,58
242961,9
265293,2
265295,11
267752,14
268244,13
268588,5
271260,34
271292,39
245856,15
269365,9
270361,6
270703,17
270745,20
271561,66
240471,21
268889,3
269773,8
269840,28
272010,5
272118,16
243749,30
273794,13
275073,46
275338,2
276644,10
251403,20
274656,1
275824,12
276009,8
277085,8
242665,8
242792,10
242817,3
280356,2
278936,2
278941,2
279132,2
256172,18
276184,19
277900,8
278039,8
278868,5
279974,13
273288,4
273301,40
279539,14
280624,18
280819,6
244425,8
244588,7
244601,6
281725,18
264469,8
264582,46
264626,5
264687,12
264745,75
283087,9
283373,5
261062,32
283728,2
285502,12
285658,14
285700,6
285718,5
257433,31
257605,24
286219,3
259248,23
286022,11
286124,36
286149,3
264440,18
286549,12
286565,4
288200,15
279333,13
279335,0
289329,1
289360,11
272908,14
289980,12
290061,31
290867,10
290913,12
281339,8
289512,15
290819,35
291279,21
291405,8
291475,10
283480,6
283679,20
292566,14
293900,4
293959,4
294927,35
280891,10
280948,5
280472,16
293043,8
294267,7
294391,16
295266,15
295607,1
297070,14
297205,5
291774,3
291841,43
291908,9
298190,8
298292,5
298314,53
277478,5
277529,1
277546,33
299095,4
295994,61
296003,6
300757,8
301809,36
276678,6
276924,25
297743,14
300498,14
301290,12
302609,8
287106,12
302452,4
303611,2
304775,-3
305056,8
305140,13
305158,5
305915,4
308428,4
287563,5
304049,24
306642,7
306709,8
309631,14
309892,11
282157,9
282171,9
307047,0
308915,26
308985,2
290311,6
306130,38
306233,10
307343,24
310691,22
311703,10
310276,10
310407,6
312718,7
314384,9
314457,25
288465,3
288508,30
314062,22
317175,6
292265,27
292274,107
314696,3
314800,13
316325,4
316508,4
287832,5
288007,1
313410,1
316757,16
316900,24
296643,11
296685,2
296696,15
298521,8
318530,20
319124,6
319132,18
320001,17
320264,0
298577,4
298607,27
320986,5
321037,3
301982,0
322510,4
322747,10
323314,46
323527,2
299814,1
321873,6
323763,47
323977,2
324011,20
267030,7
267071,1
267085,3
302789,17
302833,2
302983,13
325446,4
311801,13
311807,53
311925,22
326675,27
326775,7
312311,6
326509,24
328730,3
328950,9
330043,3
267168,91
330348,4
317950,5
318087,8
332405,3
308479,36
329613,32
331265,2
331279,13
331407,19
296747,50
296906,4
296913,4
296918,23
335342,20
335378,33
317311,14
334919,13
334948,5
336275,9
316931,8
337607,10
337732,9
337744,11
321246,6
321299,114
338472,5
338657,2
316013,5
333228,6
334658,6
336628,21
336756,1
336813,12
340366,5
325826,4
325872,8
325906,98
340232,2
324303,15
339424,37
342103,4
342364,4
327984,38
328005,11
328202,11
344406,3
344590,9
342969,110
343162,52
343300,2
345180,4
345280,12
345315,2
332518,5
344744,22
344965,4
347227,3
322208,18
345865,2
346926,7
327151,6
327223,31
331642,12
331758,12
349924,27
347575,5
347659,2
347856,7
348093,26
348417,17
348582,11
350323,40
332767,16
332972,15
333130,9
333146,19
351919,3
352214,5
332117,8
332129,45
332178,19
350661,18
350787,6
351633,7
352703,18
352885,21
352949,33
353131,3
354087,3
339679,0
339740,19
353342,24
353421,5
354442,32
341168,14
353726,11
353898,1
355358,1
355576,14
355691,3
355802,12
355876,4
356035,39
356598,11
356616,8
357804,9
342638,2
356948,34
357170,12
357283,10
358893,15
359041,9
335621,3
356390,4
356459,9
357564,21
359422,9
359438,3
359439,15
360467,7
340428,4
340521,7
358501,13
360889,6
361002,82
352771,3
361500,22
361570,4
362044,36
341743,6
341807,1
341971,106
362784,9
363725,6
364101,3
350345,26
350600,9
364429,0
365376,2
365391,4
350129,8
350195,11
366379,4
366550,3
368926,19
345454,5
345505,72
368098,1
368322,20
368371,14
347156,70
370165,5
370195,60
370267,9
266771,25
367823,5
369908,2
370079,27
371762,38
372018,7
354254,44
354330,6
373370,10
375100,14
375265,2
357825,16
373885,6
373985,2
375656,2
376655,14
359625,8
372268,6
372365,14
376127,6
376384,8
346015,23
361675,128
366889,2
371384,8
372652,94
375910,10
379062,21
365496,8
379526,6
379594,3
360476,5
379781,3
380014,2
381008,2
368997,3
369132,3
385193,11
385203,47
378299,3
378515,34
386211,6
354738,13
380411,15
381502,14
381718,3
382263,2
383687,3
387934,15
327249,19
327310,9
382665,14
382747,1
383233,5
389211,13
367192,24
367262,39
367378,14
367457,17
367523,24
392334,6
373084,11
373186,2
373252,16
392041,30
392658,0
362059,14
390802,7
390897,15
391142,23
391143,5
393738,2
393873,20
377219,4
390725,6
393166,19
393483,2
395451,6
361130,5
389709,19
394176,3
394303,17
396943,7
379276,7
398476,4
395485,2
398111,67
398203,8
398215,4
399919,8
400691,5
401480,3
386307,1
401637,12
401754,21
403924,8
404019,32
396519,14
396545,6
396663,4
404258,12
405909,4
377960,6
378092,2
399286,19
399314,7
400241,6
405217,3
406753,32
406939,7
381020,47
381231,24
407350,17
407518,31
388517,20
404624,6
404854,4
404879,7
407688,12
407770,9
407793,18
407858,4
407935,4
409949,18
410002,21
411257,17
395832,11
395982,23
411823,5
379682,5
379689,12
412717,17
412875,3
370454,3
410146,16
410243,1
410278,8
413700,16
389348,7
389439,7
389644,5
408133,13
414222,9
414276,1
414408,21
414543,15
398607,20
414679,15
414946,3
416540,20
397867,15
397933,11
416924,12
416968,3
417024,27
417214,6
404040,63
418399,3
418960,10
419260,2
419977,13
368450,9
420064,1
420659,10
420662,26
422296,6
423790,5
390326,3
420766,33
421600,5
421847,8
423483,17
398883,4
422847,17
424770,6
402514,4
425717,15
426041,42
427230,7
412995,8
413047,6
413150,31
413221,5
427452,15
411436,24
429962,25
430956,0
431117,8
410823,3
426758,9
428715,9
428846,3
430413,13
431511,15
412019,47
432569,29
434832,2
408511,54
434583,15
416856,2
433895,73
435533,17
435582,1
413802,11
433475,25
433490,37
436125,32
436345,22
437756,40
431635,11
431925,18
415866,6
416037,11
416108,12
440675,8
440779,9
419511,15
439903,33
441680,4
441814,11
426499,3
443580,2
421455,4
421463,37
442786,43
443991,7
444031,11
444230,15
416237,4
416314,3
443375,8
444731,2
429987,32
444344,11
444455,1
445313,7
445357,14
425392,4
448186,15
448374,6
449312,15
449346,30
449369,3
438184,4
447427,9
448550,3
448613,46
448794,16
435740,32
447679,30
448909,9
449241,3
450617,1
427272,13
452238,6
452305,9
453191,12
453258,19
453613,4
442464,3
454944,39
454973,7
455077,21
455271,149
438556,1
438742,17
454517,2
455346,6
457605,29
440430,5
440571,32
456174,5
457932,19
459442,2
425044,82
425274,20
456044,13
456155,3
459871,12
435180,4
435228,67
454720,34
459302,1
460288,10
460371,5
440989,2
441021,2
460744,8
444245,163
444251,27
461605,14
443730,31
462741,50
463144,6
442040,35
462564,31
462651,16
462721,10
463604,17
446522,16
446635,5
461479,1
464483,27
464560,11
464948,5
451884,18
465545,7
466716,1
466737,35
446147,8
446209,27
465658,11
468328,24
468370,18
468546,1
468615,28
460809,4
460882,43
452630,6
466417,43
468243,4
468259,17
468948,14
468980,0
469732,10
469993,5
458644,15
458756,18
459024,5
470040,25
470141,10
471850,3
473173,38
460895,24
471000,17
471013,1
471123,7
471257,2
473661,2
451486,9
470520,6
472418,38
473522,6
456552,4
456792,76
460418,12
474977,9
476721,9
477193,19
477463,46
453738,23
453993,14
475537,2
476231,10
477096,42
479182,4
461710,11
461790,11
461840,5
478241,5
479654,11
479799,50
462088,3
462100,3
462110,10
462184,8
479497,5
479535,22
459560,16
459668,12
480248,35
481943,3
466799,15
466893,11
482359,4
482524,5
463938,4
464187,1
484614,1
484707,13
474284,8
483262,15
483428,5
484516,40
485527,7
466130,25
466202,3
466291,9
483563,20
485196,8
485237,14
486408,29
471445,11
486749,22
486758,17
486885,8
469330,5
487571,1
463792,13
487991,9
488001,2
488039,1
477591,21
493833,24
494085,2
474498,4
474526,8
492374,24
494158,10
494372,74
495634,24
456841,4
490324,41
490439,23
490501,3
492567,10
494880,2
480872,16
481025,10
493688,10
493734,3
494918,1
495174,4
496900,2
473932,10
473943,0
495424,1
497353,1
482309,47
498110,31
498521,10
498917,7
499381,14
499494,9
499528,3
490716,21
490773,49
490958,29
503233,7
497477,6
497681,9
497780,19
498043,13
498965,6
500221,40
500580,24
502811,12
502814,31
484135,19
502501,68
504368,2
504393,6
480623,5
480685,23
500967,27
501277,85
505863,8
488194,15
503866,2
505471,26
505540,7
505714,7
484800,15
484832,12
501940,7
501962,18
504792,12
506503,5
496579,8
496805,2
485581,14
507802,4
507819,7
507820,29
507968,2
509118,7
481719,3
508414,2
508678,26
497049,15
497176,1
497209,7
491435,16
491542,7
491646,8
510240,12
491085,4
491111,7
491267,29
511534,2
504533,8
514448,8
514449,2
496070,2
511263,3
513511,1
515413,48
499636,26
513949,14
515020,28
515273,3
515284,3
495764,10
495985,73
515884,1
518228,4
518292,16
505943,9
520753,13
502822,22
521226,5
521261,3
521262,1
523091,10
507396,8
507405,10
521809,5
521893,202
524158,27
524351,3
510068,3
510207,2
518535,15
523531,17
524936,4
525057,9
508892,7
508911,17
509007,3
522856,76
523841,17
528066,6
508167,11
527327,12
529653,17
529711,6
509504,6
509690,61
529184,15
529345,27
529482,12
530441,3
506680,6
506687,11
525365,22
525478,8
529034,17
531026,3
531096,11
531324,10
534426,2
535749,6
536018,11
514535,1
534066,18
535685,10
536787,2
508696,3
525744,4
530320,4
535060,14
537333,7
540926,6
510372,9
532694,3
532722,52
536629,2
540000,2
540073,4
532037,8
532117,14
533574,18
533632,6
538111,10
542596,22
522466,52
542379,4
545124,0
519600,20
519631,1
541335,2
544542,6
544844,4
512366,17
539723,4
545907,7
517011,17
543131,7
543346,65
543439,6
546152,11
546229,3
546278,3
547962,5
528221,20
548509,1
548576,0
530681,3
550026,7
550189,25
550210,14
527890,1
527902,6
553150,10
554436,9
554493,7
526430,57
526576,12
552110,5
552187,6
553758,2
553882,33
515553,6
541635,21
544038,7
551933,20
554276,15
536838,4
537043,31
551289,10
551378,10
553213,5
553540,49
554982,8
546879,4
546994,4
556509,2
523237,5
523245,6
555899,33
557204,1
557223,1
540229,7
556820,2
557632,16
557819,24
555283,62
555471,12
560244,18
540953,28
541085,10
558164,11
558274,5
559853,14
561729,14
547611,2
558686,15
559989,9
561120,3
562644,1
543570,11
543697,43
560684,20
562467,3
548063,12
548301,34
564907,0
562922,5
564557,22
564667,9
566066,8
566179,4
567434,9
552435,24
565423,4
565535,15
565634,12
567815,30
562802,9
565981,13
566899,5
566981,9
567076,3
567180,9
558009,3
569690,5
569737,10
569858,16
569865,19
571074,28
572482,17
554551,12
570021,11
570716,6
570747,8
571982,17
572132,4
555043,12
569353,17
570430,13
571694,31
572893,33
572938,4
573055,6
575599,3
575650,5
577724,5
544462,3
576955,22
577006,3
577193,6
580042,7
550616,25
578813,9
579035,5
579109,12
583141,2
553918,15
574279,28
577465,22
580924,14
580975,5
583615,3
565003,2
584870,5
556512,0
578073,9
578137,27
581966,17
586830,8
587442,8
588712,29
588749,22
561822,10
561915,12
562016,11
583001,9
588413,2
557466,12
586980,10
589607,3
589622,12
589631,2
563308,21
563356,61
592540,0
592638,5
592655,13
577736,8
589120,6
591939,25
594273,8
594323,4
547302,26
547347,3
581592,10
585080,5
589957,4
595646,13
567939,28
590658,10
590792,9
593039,8
596706,37
568137,10
568151,3
568263,1
568464,2
574068,43
574163,8
594730,11
595865,12
598289,6
574851,6
591498,4
591539,24
597411,5
599682,4
599823,11
602295,2
568533,6
568561,4
601096,5
583157,4
599280,19
603380,1
586414,12
601985,1
604233,8
604344,17
604480,21
586882,18
597182,9
598933,23
604883,57
604903,1
582232,6
605954,11
606067,3
606660,17
607386,5
596426,36
608482,19
608511,3
590471,14
590579,20
608002,44
608172,11
609109,2
609276,20
610534,3
597687,57
609744,52
609762,-3
609798,1
609965,11
610873,5
589757,7
610313,2
611304,25
611459,12
611735,3
591222,3
591269,16
591273,2
615357,3
616897,21
598668,4
612967,1
614651,17
614666,19
614809,25
617386,15
602397,5
602651,2
617647,13
619003,0
619097,1
619144,3
602886,15
603047,8
619432,1
619467,24
592862,3
614335,14
614526,11
618056,20
621915,0
601790,5
613967,18
618621,2
621976,41
622069,1
622123,3
604960,35
605173,17
623551,3
623607,13
606820,12
622592,9
623716,19
623776,9
625173,7
625247,2
625398,5
618966,13
622891,9
625685,17
625838,6
627089,1
606149,5
606352,13
628570,11
628657,10
630808,18
630847,8
630971,6
603499,18
628965,2
631350,17
631388,11
610628,11
628189,9
628407,61
630709,2
609556,6
609609,28
629518,1
629875,1
632229,4
627095,14
627304,7
630057,5
632988,0
635450,8
635558,3
607945,6
625959,2
627705,9
629087,3
635240,7
637117,10
620899,4
620929,7
635838,15
637695,11
611057,8
634102,9
634139,2
637410,21
638886,6
615816,28
616097,14
634674,14
636548,8
636553,6
638297,1
638382,2
624102,4
624206,3
621461,28
639999,5
641426,12
641660,52
624749,6
642666,2
642673,12
644146,2
626339,31
626631,30
642231,13
642515,5
643995,12
644071,5
644098,3
644358,2
644378,6
644384,15
617043,10
639925,7
644691,6
644714,20
644831,1
632713,1
646468,15
646597,17
646828,0
633585,35
633614,30
647042,4
648282,21
635687,4
647252,3
648876,40
649398,24
639326,19
646365,0
647805,11
649341,14
649834,7
634459,16
634636,4
649935,17
649993,5
650100,5
637787,13
637957,1
637981,3
643689,7
651093,10
651146,5
645579,2
645631,4
650555,11
650663,12
650694,12
654296,6
623095,6
653274,19
654780,6
654856,2
656082,1
624317,6
652717,16
652975,1
655650,2
656464,0
656715,33
648555,0
658059,12
640351,34
640493,4
659552,44
661008,3
645165,21
658675,12
658747,19
658836,14
660531,11
660810,2
649454,31
658577,0
661630,11
665354,4
648021,11
648044,11
648051,12
648084,3
648195,6
638498,2
638622,18
638745,22
665685,2
665751,0
651399,19
664267,2
664287,3
666555,1
631113,4
659119,16
660398,3
666417,3
666423,8
650382,32
667389,6
667559,5
667634,68
645994,104
662879,10
668314,10
657220,20
657241,5
657468,7
670562,7
662591,8
668774,11
668821,2
668920,3
669060,3
669073,16
671042,6
652002,5
652240,5
671412,26
672040,18
672110,23
663835,3
670398,32
670442,32
671728,15
671818,8
672716,10
656933,42
656948,19
657042,4
658259,2
673908,12
674596,11
674618,0
667653,14
667841,10
667915,8
667998,1
673412,1
673554,39
673575,21
675338,6
676363,55
654423,1
654428,20
673059,2
675087,11
677678,4
656013,1
678327,8
678434,5
678437,26
666564,2
679013,13
679192,2
680021,9
666468,11
682559,14
682576,15
682788,15
665905,0
678822,73
681235,11
681357,11
682015,19
683149,3
669291,0
682544,19
684715,11
684737,11
684763,3
684781,3
666936,39
667228,6
683494,1
684445,21
684587,14
685828,3
685951,7
674164,29
674401,9
683701,20
683764,4
686240,12
686247,3
675602,8
675817,2
685119,3
687090,0
688766,6
690599,18
672923,7
688441,9
688667,2
690267,19
690386,34
670741,6
691716,3
691809,14
675952,1
689653,4
691168,45
692523,2
668321,8
687720,6
687849,5
689388,3
691476,15
692673,24
676609,3
694486,6
694510,4
694711,95
679657,3
679925,8
694298,6
695549,3
681602,-1
681700,36
695305,1
677778,14
677867,4
694903,8
694921,32
695084,5
697664,1
686554,14
686618,0
686681,13
685436,2
685601,4
679246,9
696662,1
696852,3
696874,4
699602,2
701087,6
690903,18
702337,26
702343,10
702526,8
687353,4
687553,28
682805,20
696190,13
698047,1
700698,18
703577,3
688240,6
703325,8
703702,9
703705,6
704608,6
691828,5
705279,8
706196,55
706326,3
697188,14
697345,5
706755,13
706909,1
708081,0
696438,2
696472,28
708782,11
710329,2
692241,68
705687,7
707780,44
707987,7
707993,4
709414,9
710957,12
693180,10
693286,3
705823,10
707354,6
711370,6
711409,2
711437,0
711618,20
715432,41
715624,7
715647,4
702606,5
714781,1
714905,17
695497,14
711048,11
719788,34
693849,17
694058,11
716549,24
716656,6
716748,8
720873,4
686766,23
715972,5
717328,13
720202,6
723476,5
697671,24
713955,0
718229,11
724987,2
725142,19
701131,34
719390,11
723324,16
723368,9
726856,8
710435,1
710449,7
710613,1
709775,4
724712,1
724724,38
724763,1
727707,22
687626,15
728105,4
726248,2
726448,1
726449,16
726471,14
726599,3
728373,2
701369,11
718785,2
725879,5
728752,1
728978,9
715699,9
715758,89
730259,4
730300,7
730496,0
730498,7
732109,10
704834,14
722013,0
724341,6
730799,7
733409,2
704120,4
732705,55
732824,1
734110,13
735136,3
706352,7
706360,5
706402,7
734573,22
727736,6
735777,5
735894,10
725341,16
735429,4
735668,6
737154,3
738755,50
720495,2
720644,3
741024,23
741053,10
733605,11
733721,8
736158,5
737854,45
737917,20
738154,32
741878,4
728645,24
739942,15
742226,4
742342,7
725465,7
739303,4
743346,7
743401,11
743449,7
743586,24
713521,11
713671,6
740810,4
742764,27
744530,12
729583,22
729642,6
729771,2
745548,8
728168,7
728172,30
728319,19
728324,1
746260,12
746519,8
746531,32
729294,10
748274,5
748391,16
748445,10
748915,0
749014,16
744870,22
744980,10
746673,7
749746,5
731379,3
731417,12
731571,4
750591,4
750594,7
732133,12
732190,8
745878,4
746080,8
749297,78
751940,1
733037,24
733378,13
733384,16
751741,8
753514,12
736856,11
751270,7
751400,35
754233,17
754333,11
743197,20
754957,8
755196,49
756220,1
735138,8
735170,12
752758,66
756536,6
736524,13
757665,4
757857,16
757990,2
760142,11
745568,17
745743,28
755883,30
761263,28
761316,5
743739,4
760673,11
760753,17
760820,12
760833,6
763714,5
750660,2
764382,15
764412,20
764570,5
757424,26
757432,14
757515,13
757564,68
761932,18
766574,2
754441,16
758135,22
760323,23
764824,10
764869,2
767215,5
744110,2
765857,18
765984,7
768457,6
764600,22
766127,8
768222,12
768247,1
768336,7
770300,11
770345,4
740523,6
765484,3
765683,3
767604,32
767848,0
771499,3
772600,62
753851,8
753948,8
753954,16
753968,6
749198,2
769084,12
769128,2
770642,14
771998,1
751944,6
752326,2
772946,1
744766,16
772510,21
773717,14
775259,15
763774,1
773442,28
775787,4
777423,5
777558,2
761327,77
778208,20
778252,12
780811,2
773029,10
777623,19
780448,26
783687,2
754015,15
781596,6
782911,3
783108,7
783186,3
753533,2
779479,19
779723,30
784562,6
786482,4
762816,5
763099,30
787500,12
747691,5
778439,2
781932,4
786112,24
788569,13
771174,1
785829,9
788227,2
788517,27
778715,3
778770,6
786811,0
789364,1
789499,4
769891,4
770239,12
787935,19
791760,6
769319,19
769332,8
787172,43
789030,7
790596,8
791618,38
793210,40
762274,12
792170,15
794459,6
795746,28
770437,11
792927,12
795317,51
796359,20
783710,3
783825,22
794036,12
796682,4
780853,4
780937,38
775412,19
775510,10
775628,3
779880,12
780169,5
798964,20
799175,19
785054,12
798161,4
798194,7
800347,6
801233,5
772017,3
799899,50
802050,101
802122,12
786552,14
786733,3
800368,17
803020,20
804510,2
787522,8
787681,2
787743,1
805957,19
788703,7
788767,3
805159,17
805393,14
807998,39
793471,5
804192,19
804297,42
806838,0
809898,7
810025,20
797903,12
798002,6
798039,17
798117,6
796724,1
796743,1
807223,39
807415,13
808736,8
811006,1
790118,2
803766,1
809496,5
811142,9
811247,7
813839,54
793610,6
813434,8
813495,1
813644,7
810313,51
812330,9
814142,9
815202,2
815239,40
794663,25
794838,31
794956,3
817359,8
799302,9
799354,0
818642,28
820804,5
800813,17
800999,20
819480,1
822000,5
797053,17
818111,14
818155,15
818163,5
818303,1
822750,4
799250,8
814581,1
816062,2
816175,65
822906,30
823148,19
824695,36
825018,86
815782,10
825184,1
825385,13
825478,13
816285,58
828887,5
828906,7
829007,76
829053,6
832331,11
802534,2
820740,19
820782,12
829843,12
833678,13
804628,2
825784,8
828645,4
828777,9
834991,5
812042,24
833830,9
834067,0
834124,23
809144,15
809317,5
830755,0
836703,14
806145,18
826985,8
827108,10
830977,9
837086,6
832506,19
832536,23
838172,7
838190,4
823909,12
824007,63
824152,60
824217,36
832828,45
838540,23
811521,20
811545,10
811641,9
836477,19
839069,9
812522,4
826068,9
828034,2
834179,58
834527,9
839360,55
840150,9
840165,10
840360,17
